date,home_id,home_team,away_id,away_team,home_score,away_score,tournament,city,country,neutral
15/04/1979,,Congo,39,DR Congo,4,2,African Cup of Nations qualification,Brazzaville,Congo,FALSE
19/04/1979,,Russia,21,Sweden,2,0,Friendly,Tbilisi,Soviet Union,FALSE
25/04/1979,5,Argentina,,Bulgaria,2,1,Friendly,Buenos Aires,Argentina,FALSE
29/04/1979,39,DR Congo,,Congo,4,1,African Cup of Nations qualification,Kinshasa,ZaÃ¯re,FALSE
29/04/1979,40,Ivory Coast,,Benin,4,1,African Cup of Nations qualification,Abidjan,Ivory Coast,FALSE
02/05/1979,30,Austria,28,Belgium,0,0,UEFA Euro qualification,Vienna,Austria,FALSE
02/05/1979,,Poland,45,Netherlands,2,0,UEFA Euro qualification,ChorzÃ³w,Poland,FALSE
02/05/1979,12,United States,14,France,0,6,Friendly,East Rutherford,United States,FALSE
02/05/1979,,Wales,2,Germany,0,2,UEFA Euro qualification,Wrexham,Wales,FALSE
05/05/1979,19,Switzerland,,German DR,0,2,UEFA Euro qualification,St. Gallen,Switzerland,FALSE
09/05/1979,,Denmark,21,Sweden,2,2,Friendly,Copenhagen,Denmark,FALSE
09/05/1979,46,Norway,8,Portugal,0,1,UEFA Euro qualification,Oslo,Norway,FALSE
17/05/1979,7,Brazil,4,Paraguay,6,0,Friendly,Rio de Janeiro,Brazil,FALSE
19/05/1979,,Northern Ireland,11,England,0,2,British Home Championship,Belfast,Northern Ireland,FALSE
19/05/1979,,Wales,47,Scotland,3,0,British Home Championship,Cardiff,Wales,FALSE
22/05/1979,5,Argentina,45,Netherlands,0,0,FIFA 75th Anniversary Cup,Bern,Switzerland,TRUE
22/05/1979,,Republic of Ireland,2,Germany,1,3,Friendly,Dublin,Republic of Ireland,FALSE
22/05/1979,47,Scotland,,Northern Ireland,1,0,British Home Championship,Glasgow,Scotland,FALSE
22/05/1979,19,Switzerland,,Iceland,2,0,UEFA Euro qualification,Bern,Switzerland,FALSE
23/05/1979,11,England,,Wales,0,0,British Home Championship,London,England,FALSE
26/05/1979,11,England,47,Scotland,3,1,British Home Championship,London,England,FALSE
26/05/1979,,Iceland,2,Germany,1,3,Friendly,ReykjavÃ­k,Iceland,FALSE
26/05/1979,,Italy,5,Argentina,2,2,Friendly,Rome,Italy,FALSE
29/05/1979,,Republic of Ireland,5,Argentina,0,0,Friendly,Dublin,Republic of Ireland,FALSE
31/05/1979,7,Brazil,1,Uruguay,5,1,Friendly,Rio de Janeiro,Brazil,FALSE
31/05/1979,9,Japan,,Indonesia,4,0,Kirin Cup,Tokyo,Japan,FALSE
02/06/1979,47,Scotland,5,Argentina,1,3,Friendly,Glasgow,Scotland,FALSE
06/06/1979,,Bulgaria,11,England,0,3,UEFA Euro qualification,Sofia,Bulgaria,FALSE
07/06/1979,46,Norway,47,Scotland,0,4,UEFA Euro qualification,Oslo,Norway,FALSE
07/06/1979,21,Sweden,,Luxembourg,3,0,UEFA Euro qualification,MalmÃ¶,Sweden,FALSE
09/06/1979,,Iceland,19,Switzerland,1,2,UEFA Euro qualification,ReykjavÃ­k,Iceland,FALSE
10/06/1979,21,Sweden,11,England,0,0,Friendly,Solna,Sweden,FALSE
13/06/1979,30,Austria,11,England,4,3,Friendly,Vienna,Austria,FALSE
13/06/1979,,Chile,20,Ecuador,0,0,Friendly,Santiago,Chile,FALSE
13/06/1979,18,New Zealand,17,Australia,1,0,Friendly,Auckland,New Zealand,FALSE
16/06/1979,13,South Korea,9,Japan,4,1,Friendly,Seoul,South Korea,FALSE
21/06/1979,20,Ecuador,,Chile,2,1,Friendly,Guayaquil,Ecuador,FALSE
24/06/1979,6,Ghana,,Liberia,0,0,Friendly,Accra,Ghana,FALSE
24/06/1979,,Zambia,39,DR Congo,4,1,Friendly,Lusaka,Zambia,FALSE
24/06/1979,16,Algeria,,Libya,3,1,African Cup of Nations qualification,Algiers,Algeria,FALSE
24/06/1979,29,Morocco,,Togo,7,0,African Cup of Nations qualification,Mohammedia,Morocco,FALSE
28/06/1979,21,Sweden,46,Norway,2,0,Nordic Championship,Gothenburg,Sweden,FALSE
29/06/1979,,Malaysia,9,Japan,1,1,Merdeka Tournament,Kuala Lumpur,Malaysia,FALSE
29/06/1979,,Fiji,18,New Zealand,0,6,Friendly,Suva,Fiji,FALSE
29/06/1979,9,Japan,,Thailand,2,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
29/06/1979,,Sudan,40,Ivory Coast,2,0,African Cup of Nations qualification,Khartoum,Sudan,FALSE
30/06/1979,,Kenya,32,Egypt,3,1,African Cup of Nations qualification,Nairobi,Kenya,FALSE
30/06/1979,39,DR Congo,,Zambia,1,2,Friendly,Lubumbashi,ZaÃ¯re,FALSE
01/07/1979,,Myanmar,9,Japan,0,1,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
01/07/1979,,Fiji,18,New Zealand,0,3,Friendly,Lautoka,Fiji,FALSE
06/07/1979,40,Ivory Coast,,Sudan,4,0,African Cup of Nations qualification,Abidjan,Ivory Coast,FALSE
06/07/1979,,Togo,29,Morocco,2,1,African Cup of Nations qualification,LomÃ©,Togo,FALSE
08/07/1979,,Libya,16,Algeria,1,0,African Cup of Nations qualification,Tripoli,Libya,FALSE
08/07/1979,39,DR Congo,,Togo,4,1,Friendly,Kinshasa,ZaÃ¯re,FALSE
10/07/1979,,Bolivia,4,Paraguay,3,1,Copa Paz del Chaco,La Paz,Bolivia,FALSE
11/07/1979,,Chile,1,Uruguay,1,0,Copa Juan Pinto DurÃ¡n,Santiago,Chile,FALSE
11/07/1979,,Indonesia,9,Japan,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
11/07/1979,,Peru,20,Ecuador,2,1,Friendly,Lima,Peru,FALSE
12/07/1979,,Bolivia,4,Paraguay,1,1,Friendly,Cochabamba,Bolivia,FALSE
13/07/1979,9,Japan,,Singapore,3,1,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
13/07/1979,32,Egypt,,Kenya,3,0,African Cup of Nations qualification,Cairo,Egypt,FALSE
15/07/1979,,Kenya,39,DR Congo,2,2,Friendly,Nairobi,Kenya,FALSE
18/07/1979,,Bolivia,5,Argentina,2,1,Copa AmÃ©rica,La Paz,Bolivia,FALSE
18/07/1979,,Peru,31,Colombia,0,1,Friendly,Lima,Peru,FALSE
18/07/1979,1,Uruguay,,Chile,2,1,Copa Juan Pinto DurÃ¡n,Montevideo,Uruguay,FALSE
25/07/1979,,Benin,39,DR Congo,0,1,Friendly,Porto-Novo,Benin,FALSE
25/07/1979,31,Colombia,,Peru,1,2,Friendly,BogotÃ¡,Colombia,FALSE
26/07/1979,,Bolivia,7,Brazil,2,1,Copa AmÃ©rica,La Paz,Bolivia,FALSE
26/07/1979,,Liberia,6,Ghana,3,1,Friendly,Monrovia,Liberia,FALSE
28/07/1979,,Benin,39,DR Congo,0,3,Friendly,Cotonou,Benin,FALSE
01/08/1979,4,Paraguay,,Bolivia,2,0,Copa Paz del Chaco,AsunciÃ³n,Paraguay,FALSE
01/08/1979,,Venezuela,31,Colombia,0,0,Copa AmÃ©rica,San CristÃ³bal,Venezuela,FALSE
02/08/1979,7,Brazil,5,Argentina,2,1,Copa AmÃ©rica,Rio de Janeiro,Brazil,FALSE
05/08/1979,39,DR Congo,,Guinea,3,2,African Cup of Nations qualification,Kinshasa,ZaÃ¯re,FALSE
08/08/1979,5,Argentina,,Bolivia,3,0,Copa AmÃ©rica,Buenos Aires,Argentina,FALSE
08/08/1979,20,Ecuador,,Peru,2,1,Friendly,Quito,Ecuador,FALSE
15/08/1979,31,Colombia,,Chile,1,0,Copa AmÃ©rica,BogotÃ¡,Colombia,FALSE
15/08/1979,46,Norway,21,Sweden,2,0,Nordic Championship,Oslo,Norway,FALSE
16/08/1979,7,Brazil,,Bolivia,2,0,Copa AmÃ©rica,SÃ£o Paulo,Brazil,FALSE
19/08/1979,,Guinea,39,DR Congo,3,1,African Cup of Nations qualification,Conakry,Guinea,FALSE
22/08/1979,31,Colombia,,Venezuela,4,0,Copa AmÃ©rica,BogotÃ¡,Colombia,FALSE
23/08/1979,5,Argentina,7,Brazil,2,2,Copa AmÃ©rica,Buenos Aires,Argentina,FALSE
23/08/1979,,North Korea,9,Japan,0,0,Friendly,Pyongyang,North Korea,FALSE
28/08/1979,25,Tunisia,,Malta,4,0,Friendly,Tunis,Tunisia,FALSE
29/08/1979,30,Austria,46,Norway,4,0,UEFA Euro qualification,Vienna,Austria,FALSE
29/08/1979,20,Ecuador,4,Paraguay,1,2,Copa AmÃ©rica,Quito,Ecuador,FALSE
30/08/1979,,Peru,1,Uruguay,2,0,Friendly,Lima,Peru,FALSE
05/09/1979,,Chile,31,Colombia,2,0,Copa AmÃ©rica,Santiago,Chile,FALSE
05/09/1979,20,Ecuador,1,Uruguay,2,1,Copa AmÃ©rica,Quito,Ecuador,FALSE
05/09/1979,,Iceland,45,Netherlands,0,4,UEFA Euro qualification,ReykjavÃ­k,Iceland,FALSE
05/09/1979,21,Sweden,14,France,1,3,UEFA Euro qualification,Solna,Sweden,FALSE
08/09/1979,13,South Korea,,Sudan,8,0,Korea Cup,Seoul,South Korea,FALSE
12/09/1979,11,England,,Denmark,1,0,UEFA Euro qualification,London,England,FALSE
12/09/1979,2,Germany,5,Argentina,2,1,Friendly,Berlin,Germany,FALSE
12/09/1979,13,South Korea,,Sri Lanka,6,0,Korea Cup,Daegu,South Korea,FALSE
12/09/1979,46,Norway,28,Belgium,1,2,UEFA Euro qualification,Oslo,Norway,FALSE
12/09/1979,47,Scotland,,Peru,1,1,Friendly,Glasgow,Scotland,FALSE
12/09/1979,19,Switzerland,,Poland,0,2,UEFA Euro qualification,Lausanne,Switzerland,FALSE
13/09/1979,4,Paraguay,20,Ecuador,2,0,Copa AmÃ©rica,AsunciÃ³n,Paraguay,FALSE
14/09/1979,13,South Korea,,Bahrain,5,1,Korea Cup,Chungju,South Korea,FALSE
16/09/1979,13,South Korea,,Bangladesh,9,0,Korea Cup,Incheon,South Korea,FALSE
16/09/1979,1,Uruguay,20,Ecuador,2,1,Copa AmÃ©rica,Montevideo,Uruguay,FALSE
16/09/1979,,Yugoslavia,5,Argentina,4,2,Friendly,Belgrade,Yugoslavia,FALSE
20/09/1979,4,Paraguay,1,Uruguay,0,0,Copa AmÃ©rica,AsunciÃ³n,Paraguay,FALSE
26/09/1979,30,Austria,,Hungary,3,1,Friendly,Vienna,Austria,FALSE
26/09/1979,,Italy,21,Sweden,1,0,Friendly,Florence,Italy,FALSE
26/09/1979,45,Netherlands,28,Belgium,1,0,Friendly,Rotterdam,Netherlands,FALSE
26/09/1979,3,Spain,8,Portugal,1,1,Friendly,Vigo,Spain,FALSE
26/09/1979,1,Uruguay,4,Paraguay,2,2,Copa AmÃ©rica,Montevideo,Uruguay,FALSE
29/09/1979,34,Haiti,,Antigua and Barbuda,1,0,CFU Caribbean Cup qualification,Port-au-Prince,Haiti,FALSE
29/09/1979,27,Senegal,,Nigeria,0,2,Friendly,Dakar,Senegal,FALSE
03/10/1979,,Bahrain,18,New Zealand,0,2,Friendly,Isa Town,Bahrain,FALSE
07/10/1979,,Bermuda,12,United States,1,3,Friendly,Hamilton,Bermuda,FALSE
08/10/1979,,Bahrain,18,New Zealand,1,2,Friendly,Isa Town,Bahrain,FALSE
10/10/1979,,Czechoslovakia,21,Sweden,4,1,UEFA Euro qualification,Prague,Czechoslovakia,FALSE
10/10/1979,14,France,12,United States,3,0,Friendly,Paris,France,FALSE
10/10/1979,,Peru,4,Paraguay,2,3,Friendly,Lima,Peru,FALSE
10/10/1979,3,Spain,,Yugoslavia,0,1,UEFA Euro qualification,Valencia,Spain,FALSE
13/10/1979,,German DR,19,Switzerland,5,2,UEFA Euro qualification,Berlin,German DR,FALSE
15/10/1979,,Antigua and Barbuda,34,Haiti,1,2,CFU Caribbean Cup qualification,St. John's,Antigua and Barbuda,FALSE
17/10/1979,28,Belgium,8,Portugal,2,0,UEFA Euro qualification,Brussels,Belgium,FALSE
17/10/1979,2,Germany,,Wales,5,1,UEFA Euro qualification,Cologne,Germany,FALSE
17/10/1979,45,Netherlands,,Poland,1,1,UEFA Euro qualification,Amsterdam,Netherlands,FALSE
17/10/1979,,Northern Ireland,11,England,1,5,UEFA Euro qualification,Belfast,Northern Ireland,FALSE
17/10/1979,47,Scotland,30,Austria,1,1,UEFA Euro qualification,Glasgow,Scotland,FALSE
21/10/1979,40,Ivory Coast,,Togo,3,0,Friendly,Abidjan,Ivory Coast,FALSE
23/10/1979,,Luxembourg,21,Sweden,1,1,UEFA Euro qualification,Esch-sur-Alzette,Luxembourg,FALSE
24/10/1979,4,Paraguay,7,Brazil,2,1,Copa AmÃ©rica,AsunciÃ³n,Paraguay,FALSE
26/10/1979,,Hungary,12,United States,0,2,Friendly,Budapest,Hungary,FALSE
26/10/1979,40,Ivory Coast,,Benin,3,1,Friendly,Abidjan,Ivory Coast,FALSE
28/10/1979,34,Haiti,,Jamaica,3,0,CFU Caribbean Cup qualification,Port-au-Prince,Haiti,FALSE
28/10/1979,40,Ivory Coast,,Togo,0,1,Friendly,Abidjan,Ivory Coast,FALSE
28/10/1979,,Malta,26,Turkey,1,2,UEFA Euro qualification,GÅ¼ira,Malta,FALSE
29/10/1979,,Republic of Ireland,12,United States,3,2,Friendly,Dublin,Republic of Ireland,FALSE
31/10/1979,7,Brazil,4,Paraguay,2,2,Copa AmÃ©rica,Rio de Janeiro,Brazil,FALSE
01/11/1979,10,Mexico,,Peru,1,0,Friendly,Monterrey,Mexico,FALSE
01/11/1979,8,Portugal,46,Norway,3,1,UEFA Euro qualification,Oeiras,Portugal,FALSE
02/11/1979,,Jamaica,34,Haiti,0,4,CFU Caribbean Cup qualification,Kingston,Jamaica,FALSE
03/11/1979,,Sierra Leone,27,Senegal,1,0,Friendly,Freetown,Sierra Leone,FALSE
11/11/1979,34,Haiti,,Trinidad and Tobago,1,0,CFU Caribbean Cup,Paramaribo,Suriname,TRUE
14/11/1979,34,Haiti,,Saint Vincent and the Grenadines,3,1,CFU Caribbean Cup,Paramaribo,Suriname,TRUE
14/11/1979,,Malaysia,21,Sweden,1,3,Friendly,Kuala Lumpur,Malaysia,FALSE
14/11/1979,3,Spain,,Denmark,1,3,Friendly,CÃ¡diz,Spain,FALSE
17/11/1979,14,France,,Czechoslovakia,2,1,UEFA Euro qualification,Paris,France,FALSE
17/11/1979,,Italy,19,Switzerland,2,0,Friendly,Udine,Italy,FALSE
17/11/1979,,Singapore,21,Sweden,0,5,Friendly,Kallang,Singapore,FALSE
18/11/1979,,Suriname,34,Haiti,0,1,CFU Caribbean Cup,Paramaribo,Suriname,FALSE
21/11/1979,28,Belgium,47,Scotland,2,0,UEFA Euro qualification,Brussels,Belgium,FALSE
21/11/1979,,German DR,45,Netherlands,2,3,UEFA Euro qualification,Leipzig,German DR,FALSE
21/11/1979,8,Portugal,30,Austria,1,2,UEFA Euro qualification,Lisbon,Portugal,FALSE
21/11/1979,,Russia,2,Germany,1,3,Friendly,Tbilisi,Soviet Union,FALSE
21/11/1979,26,Turkey,,Wales,1,0,UEFA Euro qualification,Ä°zmir,Turkey,FALSE
22/11/1979,11,England,,Bulgaria,2,0,UEFA Euro qualification,London,England,FALSE
28/11/1979,4,Paraguay,,Chile,3,0,Copa AmÃ©rica,AsunciÃ³n,Paraguay,FALSE
04/12/1979,,El Salvador,10,Mexico,0,2,Friendly,San Salvador,El Salvador,FALSE
05/12/1979,,Chile,4,Paraguay,1,0,Copa AmÃ©rica,Santiago,Chile,FALSE
09/12/1979,,Cyprus,3,Spain,1,3,UEFA Euro qualification,Limassol,Cyprus,FALSE
11/12/1979,,Chile,4,Paraguay,0,0,Copa AmÃ©rica,Buenos Aires,Argentina,TRUE
18/12/1979,10,Mexico,,El Salvador,1,1,Friendly,Texcoco,Mexico,FALSE
19/12/1979,47,Scotland,28,Belgium,1,3,UEFA Euro qualification,Glasgow,Scotland,FALSE
22/12/1979,2,Germany,26,Turkey,2,0,UEFA Euro qualification,Gelsenkirchen,Germany,FALSE
26/12/1979,25,Tunisia,27,Senegal,3,1,Friendly,Tunis,Tunisia,FALSE
06/01/1980,,Sierra Leone,6,Ghana,2,4,Friendly,Freetown,Sierra Leone,FALSE
19/01/1980,,Congo,40,Ivory Coast,2,0,Friendly,Brazzaville,Congo,FALSE
20/01/1980,,Congo,40,Ivory Coast,0,2,Friendly,Brazzaville,Congo,FALSE
23/01/1980,3,Spain,45,Netherlands,1,0,Friendly,Vigo,Spain,FALSE
27/01/1980,17,Australia,,Czechoslovakia,0,4,Friendly,Canberra,Australia,FALSE
27/01/1980,,Cameroon,40,Ivory Coast,1,1,Friendly,Douala,Cameroon,FALSE
27/01/1980,6,Ghana,25,Tunisia,4,1,Friendly,Accra,Ghana,FALSE
30/01/1980,40,Ivory Coast,25,Tunisia,1,1,Friendly,Abidjan,Ivory Coast,FALSE
30/01/1980,24,Saudi Arabia,13,South Korea,1,3,Friendly,Jeddah,Saudi Arabia,FALSE
01/02/1980,24,Saudi Arabia,13,South Korea,0,0,Friendly,Khobar,Saudi Arabia,FALSE
03/02/1980,17,Australia,,Czechoslovakia,0,5,Friendly,Sydney,Australia,FALSE
06/02/1980,11,England,,Republic of Ireland,2,0,UEFA Euro qualification,London,England,FALSE
09/02/1980,17,Australia,,Czechoslovakia,2,2,Friendly,Melbourne,Australia,FALSE
10/02/1980,,Mali,27,Senegal,1,0,AmÃ­lcar Cabral Cup,Banjul,Gambia,TRUE
12/02/1980,40,Ivory Coast,29,Morocco,4,4,Friendly,Abidjan,Ivory Coast,FALSE
13/02/1980,3,Spain,,German DR,0,1,Friendly,MÃ¡laga,Spain,FALSE
14/02/1980,,Mauritania,27,Senegal,1,2,AmÃ­lcar Cabral Cup,Banjul,Gambia,TRUE
16/02/1980,,Guinea,27,Senegal,1,2,AmÃ­lcar Cabral Cup,Banjul,Gambia,TRUE
17/02/1980,29,Morocco,,Poland,1,0,Friendly,Marrakech,Morocco,FALSE
18/02/1980,,Gambia,27,Senegal,0,1,AmÃ­lcar Cabral Cup,Banjul,Gambia,FALSE
19/02/1980,,Fiji,18,New Zealand,1,1,Friendly,Suva,Fiji,FALSE
21/02/1980,,Fiji,18,New Zealand,0,2,Friendly,Lautoka,Fiji,FALSE
24/02/1980,,New Caledonia,17,Australia,0,8,Oceania Nations Cup,NoumÃ©a,New Caledonia,FALSE
25/02/1980,29,Morocco,27,Senegal,3,2,Friendly,Casablanca,Morocco,FALSE
25/02/1980,18,New Zealand,,Tahiti,1,3,Oceania Nations Cup,NoumÃ©a,New Caledonia,TRUE
26/02/1980,17,Australia,,Papua New Guinea,11,2,Oceania Nations Cup,NoumÃ©a,New Caledonia,TRUE
26/02/1980,10,Mexico,13,South Korea,0,1,Friendly,Los Angeles,United States,TRUE
27/02/1980,28,Belgium,,Luxembourg,5,0,Friendly,Brussels,Belgium,FALSE
27/02/1980,,Fiji,18,New Zealand,4,0,Oceania Nations Cup,NoumÃ©a,New Caledonia,TRUE
27/02/1980,14,France,,Greece,5,1,Friendly,Paris,France,FALSE
27/02/1980,2,Germany,,Malta,8,0,UEFA Euro qualification,Bremen,Germany,FALSE
27/02/1980,43,Iraq,,Poland,1,1,Friendly,Baghdad,Iraq,FALSE
27/02/1980,29,Morocco,25,Tunisia,0,0,Friendly,MeknÃ¨s,Morocco,FALSE
28/02/1980,17,Australia,,Vanuatu,1,0,Oceania Nations Cup,NoumÃ©a,New Caledonia,TRUE
29/02/1980,43,Iraq,,Poland,1,0,Friendly,Baghdad,Iraq,FALSE
29/02/1980,18,New Zealand,,Solomon Islands,6,1,Oceania Nations Cup,NoumÃ©a,New Caledonia,TRUE
01/03/1980,17,Australia,,Tahiti,4,2,Oceania Nations Cup,NoumÃ©a,New Caledonia,TRUE
08/03/1980,32,Egypt,40,Ivory Coast,2,1,African Cup of Nations,Lagos,Nigeria,TRUE
09/03/1980,16,Algeria,6,Ghana,0,0,African Cup of Nations,Ibadan,Nigeria,TRUE
09/03/1980,,Guinea,29,Morocco,1,1,African Cup of Nations,Ibadan,Nigeria,TRUE
12/03/1980,32,Egypt,,Tanzania,2,1,African Cup of Nations,Lagos,Nigeria,TRUE
12/03/1980,,Malaysia,24,Saudi Arabia,3,0,Friendly,Kuala Lumpur,Malaysia,FALSE
12/03/1980,,Nigeria,40,Ivory Coast,0,0,African Cup of Nations,Lagos,Nigeria,FALSE
13/03/1980,16,Algeria,29,Morocco,1,0,African Cup of Nations,Ibadan,Nigeria,TRUE
13/03/1980,6,Ghana,,Guinea,1,0,African Cup of Nations,Ibadan,Nigeria,TRUE
15/03/1980,,Italy,1,Uruguay,1,0,Friendly,Milan,Italy,FALSE
15/03/1980,40,Ivory Coast,,Tanzania,1,1,African Cup of Nations,Lagos,Nigeria,TRUE
15/03/1980,,Nigeria,32,Egypt,1,0,African Cup of Nations,Lagos,Nigeria,FALSE
16/03/1980,16,Algeria,,Guinea,3,2,African Cup of Nations,Ibadan,Nigeria,TRUE
16/03/1980,6,Ghana,29,Morocco,0,1,African Cup of Nations,Ibadan,Nigeria,TRUE
18/03/1980,28,Belgium,1,Uruguay,2,0,Friendly,Brussels,Belgium,FALSE
18/03/1980,,Honduras,10,Mexico,0,1,Friendly,Tegucigalpa,Honduras,FALSE
19/03/1980,16,Algeria,32,Egypt,2,2,African Cup of Nations,Ibadan,Nigeria,TRUE
19/03/1980,,Nigeria,29,Morocco,1,0,African Cup of Nations,Lagos,Nigeria,FALSE
21/03/1980,32,Egypt,29,Morocco,0,2,African Cup of Nations,Lagos,Nigeria,TRUE
22/03/1980,,Nigeria,16,Algeria,3,0,African Cup of Nations,Lagos,Nigeria,FALSE
22/03/1980,,Yugoslavia,1,Uruguay,2,1,Friendly,Sarajevo,Yugoslavia,FALSE
26/03/1980,14,France,45,Netherlands,0,0,Friendly,Paris,France,FALSE
26/03/1980,,Luxembourg,1,Uruguay,0,1,Friendly,Esch-sur-Alzette,Luxembourg,FALSE
26/03/1980,47,Scotland,8,Portugal,4,1,UEFA Euro qualification,Glasgow,Scotland,FALSE
26/03/1980,3,Spain,11,England,0,2,Friendly,Barcelona,Spain,FALSE
26/03/1980,19,Switzerland,,Czechoslovakia,2,0,Friendly,Basel,Switzerland,FALSE
01/04/1980,19,Switzerland,,Greece,2,0,Friendly,ZÃ¼rich,Switzerland,FALSE
02/04/1980,28,Belgium,,Poland,2,1,Friendly,Brussels,Belgium,FALSE
02/04/1980,2,Germany,30,Austria,1,0,Friendly,Munich,Germany,FALSE
05/04/1980,27,Senegal,25,Tunisia,0,2,Friendly,Dakar,Senegal,FALSE
06/04/1980,40,Ivory Coast,,Gabon,4,1,Friendly,Abidjan,Ivory Coast,FALSE
08/04/1980,10,Mexico,,Honduras,5,0,Friendly,Toluca,Mexico,FALSE
15/04/1980,,Guatemala,10,Mexico,2,4,Friendly,Guatemala City,Guatemala,FALSE
16/04/1980,3,Spain,,Czechoslovakia,2,2,Friendly,GijÃ³n,Spain,FALSE
29/04/1980,10,Mexico,,Guatemala,2,2,Friendly,Toluca,Mexico,FALSE
29/04/1980,21,Sweden,,Russia,1,5,Friendly,MalmÃ¶,Sweden,FALSE
30/04/1980,,Republic of Ireland,19,Switzerland,2,0,Friendly,Dublin,Republic of Ireland,FALSE
01/05/1980,27,Senegal,,Guinea,1,0,Friendly,Dakar,Senegal,FALSE
07/05/1980,21,Sweden,,Denmark,0,1,Nordic Championship,Gothenburg,Sweden,FALSE
09/05/1980,13,South Korea,,Luxembourg,2,3,Friendly,Medan,Indonesia,TRUE
09/05/1980,37,Panama,,El Salvador,0,0,Friendly,Panama City,Panama,FALSE
11/05/1980,9,Japan,,Luxembourg,1,0,Friendly,Medan,Indonesia,TRUE
13/05/1980,11,England,5,Argentina,3,1,Friendly,London,England,FALSE
13/05/1980,2,Germany,,Poland,3,1,Friendly,Frankfurt am Main,Germany,FALSE
13/05/1980,34,Haiti,,El Salvador,2,0,Friendly,Port-au-Prince,Haiti,FALSE
14/05/1980,13,South Korea,,Luxembourg,3,0,Friendly,Medan,Indonesia,TRUE
16/05/1980,,Republic of Ireland,5,Argentina,0,1,Friendly,Dublin,Republic of Ireland,FALSE
16/05/1980,,Northern Ireland,47,Scotland,1,0,British Home Championship,Belfast,Northern Ireland,FALSE
17/05/1980,,Wales,11,England,4,1,British Home Championship,Wrexham,Wales,FALSE
20/05/1980,11,England,,Northern Ireland,1,1,British Home Championship,London,England,FALSE
21/05/1980,30,Austria,5,Argentina,1,5,Friendly,Vienna,Austria,FALSE
21/05/1980,,Denmark,3,Spain,2,2,Friendly,Copenhagen,Denmark,FALSE
21/05/1980,47,Scotland,,Wales,1,0,British Home Championship,Glasgow,Scotland,FALSE
22/05/1980,,Finland,21,Sweden,0,2,Nordic Championship,Helsinki,Finland,FALSE
22/05/1980,46,Norway,,Bulgaria,1,0,Friendly,Oslo,Norway,FALSE
23/05/1980,,Russia,14,France,1,0,Friendly,Moscow,Soviet Union,FALSE
24/05/1980,47,Scotland,11,England,0,2,British Home Championship,Glasgow,Scotland,FALSE
28/05/1980,,Poland,47,Scotland,1,0,Friendly,PoznaÅ„,Poland,FALSE
31/05/1980,17,Australia,11,England,1,2,Friendly,Sydney,Australia,FALSE
31/05/1980,,Hungary,47,Scotland,3,1,Friendly,Budapest,Hungary,FALSE
31/05/1980,,Sierra Leone,16,Algeria,2,2,FIFA World Cup qualification,Freetown,Sierra Leone,FALSE
04/06/1980,,Denmark,46,Norway,3,1,Nordic Championship,Copenhagen,Denmark,FALSE
04/06/1980,,El Salvador,34,Haiti,3,0,Friendly,San Salvador,El Salvador,FALSE
04/06/1980,,Hungary,30,Austria,1,1,Friendly,Budapest,Hungary,FALSE
06/06/1980,28,Belgium,,Romania,2,1,Friendly,Brussels,Belgium,FALSE
06/06/1980,,Honduras,34,Haiti,3,1,Friendly,Tegucigalpa,Honduras,FALSE
08/06/1980,7,Brazil,10,Mexico,2,0,Friendly,Rio de Janeiro,Brazil,FALSE
08/06/1980,25,Tunisia,29,Morocco,0,1,Friendly,Tunis,Tunisia,FALSE
09/06/1980,,Hong Kong,9,Japan,1,3,Guangzhou International Friendship Tournament,Guangzhou,China,TRUE
10/06/1980,,Honduras,34,Haiti,1,0,Friendly,San Pedro Sula,Honduras,FALSE
11/06/1980,,China,9,Japan,1,0,Guangzhou International Friendship Tournament,Guangzhou,China,FALSE
11/06/1980,,Czechoslovakia,2,Germany,0,1,UEFA Euro,Rome,Italy,TRUE
11/06/1980,45,Netherlands,,Greece,1,0,UEFA Euro,Naples,Italy,TRUE
12/06/1980,28,Belgium,11,England,1,1,UEFA Euro,Turin,Italy,TRUE
12/06/1980,,Guatemala,34,Haiti,1,2,Friendly,Guatemala City,Guatemala,FALSE
12/06/1980,,Italy,3,Spain,0,0,UEFA Euro,Milan,Italy,FALSE
13/06/1980,16,Algeria,,Sierra Leone,3,1,FIFA World Cup qualification,Oran,Algeria,FALSE
13/06/1980,,Honduras,37,Panama,0,0,Friendly,Tegucigalpa,Honduras,FALSE
14/06/1980,2,Germany,45,Netherlands,3,2,UEFA Euro,Naples,Italy,TRUE
15/06/1980,17,Australia,,Northern Ireland,1,1,Friendly,Melbourne,Australia,FALSE
15/06/1980,28,Belgium,3,Spain,2,1,UEFA Euro,Milan,Italy,TRUE
15/06/1980,7,Brazil,,Russia,1,2,Friendly,Rio de Janeiro,Brazil,FALSE
15/06/1980,,Honduras,37,Panama,2,0,Friendly,Tegucigalpa,Honduras,FALSE
15/06/1980,,Italy,11,England,1,0,UEFA Euro,Turin,Italy,FALSE
17/06/1980,,Greece,2,Germany,0,0,UEFA Euro,Turin,Italy,TRUE
