date,home_id,home_team,away_id,away_team,home_score,away_score,tournament,city,country,neutral
1872-11-30,47,Scotland,11,England,0,0,Friendly,Glasgow,Scotland,FALSE
1873-03-08,11,England,47,Scotland,4,2,Friendly,London,England,FALSE
1874-03-07,47,Scotland,11,England,2,1,Friendly,Glasgow,Scotland,FALSE
1875-03-06,11,England,47,Scotland,2,2,Friendly,London,England,FALSE
1876-03-04,47,Scotland,11,England,3,0,Friendly,Glasgow,Scotland,FALSE
1876-03-25,47,Scotland,,Wales,4,0,Friendly,Glasgow,Scotland,FALSE
1877-03-03,11,England,47,Scotland,1,3,Friendly,London,England,FALSE
1877-03-05,,Wales,47,Scotland,0,2,Friendly,Wrexham,Wales,FALSE
1878-03-02,47,Scotland,11,England,7,2,Friendly,Glasgow,Scotland,FALSE
1878-03-23,47,Scotland,,Wales,9,0,Friendly,Glasgow,Scotland,FALSE
1879-01-18,11,England,,Wales,2,1,Friendly,London,England,FALSE
1879-04-05,11,England,47,Scotland,5,4,Friendly,London,England,FALSE
1879-04-07,,Wales,47,Scotland,0,3,Friendly,Wrexham,Wales,FALSE
1880-03-13,47,Scotland,11,England,5,4,Friendly,Glasgow,Scotland,FALSE
1880-03-15,,Wales,11,England,2,3,Friendly,Wrexham,Wales,FALSE
1880-03-27,47,Scotland,,Wales,5,1,Friendly,Glasgow,Scotland,FALSE
1881-02-26,11,England,,Wales,0,1,Friendly,Blackburn,England,FALSE
1881-03-12,11,England,47,Scotland,1,6,Friendly,London,England,FALSE
1881-03-14,,Wales,47,Scotland,1,5,Friendly,Wrexham,Wales,FALSE
1882-02-18,,Northern Ireland,11,England,0,13,Friendly,Belfast,Ireland,FALSE
1882-03-11,47,Scotland,11,England,5,1,Friendly,Glasgow,Scotland,FALSE
1882-03-13,,Wales,11,England,5,3,Friendly,Wrexham,Wales,FALSE
1882-03-25,47,Scotland,,Wales,5,0,Friendly,Glasgow,Scotland,FALSE
1883-02-03,11,England,,Wales,5,0,Friendly,London,England,FALSE
1883-02-24,11,England,,Northern Ireland,7,0,Friendly,Liverpool,England,FALSE
1883-03-10,11,England,47,Scotland,2,3,Friendly,Sheffield,England,FALSE
1883-03-12,,Wales,47,Scotland,0,3,Friendly,Wrexham,Wales,FALSE
1884-01-26,,Northern Ireland,47,Scotland,0,5,British Home Championship,Belfast,Ireland,FALSE
1884-02-23,,Northern Ireland,11,England,1,8,British Home Championship,Belfast,Ireland,FALSE
1884-03-15,47,Scotland,11,England,1,0,British Home Championship,Glasgow,Scotland,FALSE
1884-03-17,,Wales,11,England,0,4,British Home Championship,Wrexham,Wales,FALSE
1884-03-29,47,Scotland,,Wales,4,1,British Home Championship,Glasgow,Scotland,FALSE
1885-02-28,11,England,,Northern Ireland,4,0,British Home Championship,Manchester,England,FALSE
1885-03-14,11,England,,Wales,1,1,British Home Championship,Blackburn,England,FALSE
1885-03-14,47,Scotland,,Northern Ireland,8,2,British Home Championship,Glasgow,Scotland,FALSE
1885-03-21,11,England,47,Scotland,1,1,British Home Championship,London,England,FALSE
1885-03-23,,Wales,47,Scotland,1,8,British Home Championship,Wrexham,Wales,FALSE
1885-11-28,12,United States,33,Canada,0,1,Friendly,Newark,United States,FALSE
1886-03-13,,Northern Ireland,11,England,1,6,British Home Championship,Belfast,Ireland,FALSE
1886-03-20,,Northern Ireland,47,Scotland,2,7,British Home Championship,Belfast,Ireland,FALSE
1886-03-27,47,Scotland,11,England,1,1,British Home Championship,Glasgow,Scotland,FALSE
1886-03-29,,Wales,11,England,1,3,British Home Championship,Wrexham,Wales,FALSE
1886-04-10,47,Scotland,,Wales,4,1,British Home Championship,Glasgow,Scotland,FALSE
1886-11-25,12,United States,33,Canada,3,2,Friendly,Newark,United States,FALSE
1887-02-05,11,England,,Northern Ireland,7,0,British Home Championship,Sheffield,England,FALSE
1887-02-19,47,Scotland,,Northern Ireland,4,1,British Home Championship,Glasgow,Scotland,FALSE
1887-02-26,11,England,,Wales,4,0,British Home Championship,London,England,FALSE
1887-03-19,11,England,47,Scotland,2,3,British Home Championship,Blackburn,England,FALSE
1887-03-21,,Wales,47,Scotland,0,2,British Home Championship,Wrexham,Wales,FALSE
1888-02-04,11,England,,Wales,5,1,British Home Championship,Crewe,England,FALSE
1888-03-10,47,Scotland,,Wales,5,1,British Home Championship,Edinburgh,Scotland,FALSE
1888-03-17,47,Scotland,11,England,0,5,British Home Championship,Glasgow,Scotland,FALSE
1888-03-24,,Northern Ireland,47,Scotland,2,10,British Home Championship,Belfast,Ireland,FALSE
1888-04-07,,Northern Ireland,11,England,1,5,British Home Championship,Belfast,Ireland,FALSE
1888-09-19,47,Scotland,33,Canada,4,0,Friendly,Glasgow,Scotland,FALSE
1889-02-23,11,England,,Wales,4,1,British Home Championship,Stoke-on-Trent,England,FALSE
1889-03-02,11,England,,Northern Ireland,6,1,British Home Championship,Liverpool,England,FALSE
1889-03-09,47,Scotland,,Northern Ireland,7,0,British Home Championship,Glasgow,Scotland,FALSE
1889-04-13,11,England,47,Scotland,2,3,British Home Championship,London,England,FALSE
1889-04-15,,Wales,47,Scotland,0,0,British Home Championship,Wrexham,Wales,FALSE
1890-03-15,,Northern Ireland,11,England,1,9,British Home Championship,Belfast,Ireland,FALSE
1890-03-15,,Wales,11,England,1,3,British Home Championship,Wrexham,Wales,FALSE
1890-03-22,47,Scotland,,Wales,5,0,British Home Championship,Paisley,Scotland,FALSE
1890-03-29,,Northern Ireland,47,Scotland,1,4,British Home Championship,Belfast,Ireland,FALSE
1890-04-05,47,Scotland,11,England,1,1,British Home Championship,Glasgow,Scotland,FALSE
1891-03-07,11,England,,Wales,4,1,British Home Championship,Sunderland,England,FALSE
1891-03-07,11,England,,Northern Ireland,6,1,British Home Championship,Wolverhampton,England,FALSE
1891-03-21,,Wales,47,Scotland,3,4,British Home Championship,Wrexham,Wales,FALSE
1891-03-28,47,Scotland,,Northern Ireland,2,1,British Home Championship,Glasgow,Scotland,FALSE
1891-04-04,11,England,47,Scotland,2,1,British Home Championship,Blackburn,England,FALSE
1892-03-05,,Northern Ireland,11,England,0,2,British Home Championship,Belfast,Ireland,FALSE
1892-03-05,,Wales,11,England,0,2,British Home Championship,Wrexham,Wales,FALSE
1892-03-19,,Northern Ireland,47,Scotland,2,3,British Home Championship,Belfast,Ireland,FALSE
1892-03-26,47,Scotland,,Wales,6,1,British Home Championship,Edinburgh,Scotland,FALSE
1892-04-02,47,Scotland,11,England,1,4,British Home Championship,Glasgow,Scotland,FALSE
1893-02-25,11,England,,Northern Ireland,6,1,British Home Championship,Birmingham,England,FALSE
1893-03-13,11,England,,Wales,6,0,British Home Championship,Stoke-on-Trent,England,FALSE
1893-03-18,,Wales,47,Scotland,0,8,British Home Championship,Wrexham,Wales,FALSE
1893-03-25,47,Scotland,,Northern Ireland,6,1,British Home Championship,Glasgow,Scotland,FALSE
1893-04-01,11,England,47,Scotland,5,2,British Home Championship,Richmond,England,FALSE
1894-03-03,,Northern Ireland,11,England,2,2,British Home Championship,Belfast,Ireland,FALSE
1894-03-12,,Wales,11,England,1,5,British Home Championship,Wrexham,Wales,FALSE
1894-03-24,47,Scotland,,Wales,5,2,British Home Championship,Kilmarnock,Scotland,FALSE
1894-03-31,,Northern Ireland,47,Scotland,1,2,British Home Championship,Belfast,Ireland,FALSE
1894-04-07,47,Scotland,11,England,2,2,British Home Championship,Glasgow,Scotland,FALSE
1895-03-09,11,England,,Northern Ireland,9,0,British Home Championship,Derby,England,FALSE
1895-03-18,11,England,,Wales,1,1,British Home Championship,London,England,FALSE
1895-03-23,,Wales,47,Scotland,2,2,British Home Championship,Wrexham,Wales,FALSE
1895-03-30,47,Scotland,,Northern Ireland,3,1,British Home Championship,Glasgow,Scotland,FALSE
1895-04-06,11,England,47,Scotland,3,0,British Home Championship,Liverpool,England,FALSE
1896-03-07,,Northern Ireland,11,England,0,2,British Home Championship,Belfast,Ireland,FALSE
1896-03-16,,Wales,11,England,1,9,British Home Championship,Cardiff,Wales,FALSE
1896-03-21,47,Scotland,,Wales,4,0,British Home Championship,Dundee,Scotland,FALSE
1896-03-28,,Northern Ireland,47,Scotland,3,3,British Home Championship,Belfast,Ireland,FALSE
1896-04-04,47,Scotland,11,England,2,1,British Home Championship,Glasgow,Scotland,FALSE
1897-02-20,11,England,,Northern Ireland,6,0,British Home Championship,Nottingham,England,FALSE
1897-03-20,,Wales,47,Scotland,2,2,British Home Championship,Wrexham,Wales,FALSE
1897-03-27,47,Scotland,,Northern Ireland,5,1,British Home Championship,Glasgow,Scotland,FALSE
1897-03-29,11,England,,Wales,4,0,British Home Championship,Sheffield,England,FALSE
1897-04-03,11,England,47,Scotland,1,2,British Home Championship,London,England,FALSE
1898-03-05,,Northern Ireland,11,England,2,3,British Home Championship,Belfast,Ireland,FALSE
1898-03-19,47,Scotland,,Wales,5,2,British Home Championship,Motherwell,Scotland,FALSE
1898-03-26,,Northern Ireland,47,Scotland,0,3,British Home Championship,Belfast,Ireland,FALSE
1898-03-28,,Wales,11,England,0,3,British Home Championship,Wrexham,Wales,FALSE
1898-04-02,47,Scotland,11,England,1,3,British Home Championship,Glasgow,Scotland,FALSE
1899-02-18,11,England,,Northern Ireland,13,2,British Home Championship,Sunderland,England,FALSE
1899-03-18,,Wales,47,Scotland,0,6,British Home Championship,Wrexham,Wales,FALSE
1899-03-20,11,England,,Wales,4,0,British Home Championship,Bristol,England,FALSE
1899-03-25,47,Scotland,,Northern Ireland,9,1,British Home Championship,Glasgow,Scotland,FALSE
1899-04-08,11,England,47,Scotland,2,1,British Home Championship,Birmingham,England,FALSE
03/02/1900,47,Scotland,,Wales,5,2,British Home Championship,Aberdeen,Scotland,FALSE
03/03/1900,,Northern Ireland,47,Scotland,0,3,British Home Championship,Belfast,Ireland,FALSE
17/03/1900,,Northern Ireland,11,England,0,2,British Home Championship,Dublin,Ireland,FALSE
26/03/1900,,Wales,11,England,1,1,British Home Championship,Cardiff,Wales,FALSE
07/04/1900,47,Scotland,11,England,4,1,British Home Championship,Glasgow,Scotland,FALSE
23/02/1901,47,Scotland,,Northern Ireland,11,0,British Home Championship,Glasgow,Scotland,FALSE
02/03/1901,,Wales,47,Scotland,1,1,British Home Championship,Wrexham,Wales,FALSE
09/03/1901,11,England,,Northern Ireland,3,0,British Home Championship,Southampton,England,FALSE
18/03/1901,11,England,,Wales,6,0,British Home Championship,Newcastle,England,FALSE
30/03/1901,11,England,47,Scotland,2,2,British Home Championship,London,England,FALSE
01/03/1902,,Northern Ireland,47,Scotland,1,5,British Home Championship,Belfast,Ireland,FALSE
03/03/1902,,Wales,11,England,0,0,British Home Championship,Wrexham,Wales,FALSE
15/03/1902,47,Scotland,,Wales,5,1,British Home Championship,Greenock,Scotland,FALSE
22/03/1902,,Northern Ireland,11,England,0,1,British Home Championship,Belfast,Ireland,FALSE
03/05/1902,11,England,47,Scotland,2,2,British Home Championship,Birmingham,England,FALSE
20/07/1902,1,Uruguay,5,Argentina,0,6,Friendly,Montevideo,Uruguay,FALSE
12/10/1902,30,Austria,,Hungary,5,0,Friendly,Vienna,Austria,FALSE
14/02/1903,11,England,,Northern Ireland,4,0,British Home Championship,Wolverhampton,England,FALSE
02/03/1903,11,England,,Wales,2,1,British Home Championship,Portsmouth,England,FALSE
09/03/1903,,Wales,47,Scotland,0,1,British Home Championship,Cardiff,Wales,FALSE
21/03/1903,47,Scotland,,Northern Ireland,0,2,British Home Championship,Glasgow,Scotland,FALSE
04/04/1903,11,England,47,Scotland,1,2,British Home Championship,Sheffield,England,FALSE
11/06/1903,,Hungary,30,Austria,3,2,Friendly,Budapest,Hungary,FALSE
13/09/1903,5,Argentina,1,Uruguay,2,3,Friendly,Buenos Aires,Argentina,FALSE
11/10/1903,30,Austria,,Hungary,4,2,Friendly,Vienna,Austria,FALSE
29/02/1904,,Wales,11,England,2,2,British Home Championship,Wrexham,Wales,FALSE
12/03/1904,,Northern Ireland,11,England,1,3,British Home Championship,Belfast,Ireland,FALSE
12/03/1904,47,Scotland,,Wales,1,1,British Home Championship,Dundee,Scotland,FALSE
26/03/1904,,Northern Ireland,47,Scotland,1,1,British Home Championship,Dublin,Ireland,FALSE
09/04/1904,47,Scotland,11,England,0,1,British Home Championship,Glasgow,Scotland,FALSE
01/05/1904,28,Belgium,14,France,3,3,Ã‰vence CoppÃ©e Trophy,Brussels,Belgium,FALSE
02/06/1904,,Hungary,30,Austria,3,0,Friendly,Budapest,Hungary,FALSE
09/10/1904,30,Austria,,Hungary,5,4,Friendly,Vienna,Austria,FALSE
12/02/1905,14,France,19,Switzerland,1,0,Friendly,Paris,France,FALSE
25/02/1905,11,England,,Northern Ireland,1,1,British Home Championship,Middlesbrough,England,FALSE
06/03/1905,,Wales,47,Scotland,3,1,British Home Championship,Wrexham,Wales,FALSE
18/03/1905,47,Scotland,,Northern Ireland,4,0,British Home Championship,Glasgow,Scotland,FALSE
27/03/1905,11,England,,Wales,3,1,British Home Championship,Liverpool,England,FALSE
01/04/1905,11,England,47,Scotland,1,0,British Home Championship,London,England,FALSE
09/04/1905,,Hungary,30,Austria,0,0,Friendly,Budapest,Hungary,FALSE
30/04/1905,28,Belgium,45,Netherlands,1,4,Friendly,Antwerp,Belgium,FALSE
07/05/1905,28,Belgium,14,France,7,0,Friendly,Brussels,Belgium,FALSE
14/05/1905,45,Netherlands,28,Belgium,4,0,Friendly,Rotterdam,Netherlands,FALSE
15/08/1905,5,Argentina,1,Uruguay,0,0,Copa Lipton,Buenos Aires,Argentina,FALSE
17/02/1906,,Northern Ireland,11,England,0,5,British Home Championship,Belfast,Ireland,FALSE
03/03/1906,47,Scotland,,Wales,0,2,British Home Championship,Edinburgh,Scotland,FALSE
17/03/1906,,Northern Ireland,47,Scotland,0,1,British Home Championship,Dublin,Ireland,FALSE
19/03/1906,,Wales,11,England,0,1,British Home Championship,Cardiff,Wales,FALSE
07/04/1906,47,Scotland,11,England,2,1,British Home Championship,Glasgow,Scotland,FALSE
22/04/1906,14,France,28,Belgium,0,5,Friendly,Saint-Cloud,France,FALSE
29/04/1906,28,Belgium,45,Netherlands,5,0,Friendly,Antwerp,Belgium,FALSE
13/05/1906,45,Netherlands,28,Belgium,2,3,Friendly,Rotterdam,Netherlands,FALSE
09/07/1906,5,Argentina,15,South Africa,0,1,Friendly,Buenos Aires,Argentina,FALSE
15/08/1906,1,Uruguay,5,Argentina,0,2,Copa Lipton,Montevideo,Uruguay,FALSE
21/10/1906,5,Argentina,1,Uruguay,2,1,Copa Newton,Buenos Aires,Argentina,FALSE
04/11/1906,,Hungary,30,Austria,3,1,Friendly,Budapest,Hungary,FALSE
16/02/1907,11,England,,Northern Ireland,1,0,British Home Championship,Liverpool,England,FALSE
04/03/1907,,Wales,47,Scotland,1,0,British Home Championship,Wrexham,Wales,FALSE
16/03/1907,47,Scotland,,Northern Ireland,3,0,British Home Championship,Glasgow,Scotland,FALSE
18/03/1907,11,England,,Wales,1,1,British Home Championship,London,England,FALSE
06/04/1907,11,England,47,Scotland,1,1,British Home Championship,Newcastle,England,FALSE
14/04/1907,28,Belgium,45,Netherlands,1,3,Friendly,Antwerp,Belgium,FALSE
21/04/1907,28,Belgium,14,France,1,2,Friendly,Brussels,Belgium,FALSE
05/05/1907,30,Austria,,Hungary,3,1,Friendly,Vienna,Austria,FALSE
09/05/1907,45,Netherlands,28,Belgium,1,2,Friendly,Haarlem,Netherlands,FALSE
03/11/1907,,Hungary,30,Austria,4,1,Friendly,Budapest,Hungary,FALSE
15/02/1908,,Northern Ireland,11,England,1,3,British Home Championship,Belfast,Ireland,FALSE
07/03/1908,47,Scotland,,Wales,2,1,British Home Championship,Dundee,Scotland,FALSE
08/03/1908,19,Switzerland,14,France,1,2,Friendly,Geneva,Switzerland,FALSE
14/03/1908,,Northern Ireland,47,Scotland,0,5,British Home Championship,Dublin,Ireland,FALSE
16/03/1908,,Wales,11,England,1,7,British Home Championship,Wrexham,Wales,FALSE
29/03/1908,28,Belgium,45,Netherlands,1,4,Friendly,Antwerp,Belgium,FALSE
04/04/1908,47,Scotland,11,England,1,1,British Home Championship,Glasgow,Scotland,FALSE
05/04/1908,19,Switzerland,2,Germany,5,3,Friendly,Basel,Switzerland,FALSE
12/04/1908,14,France,28,Belgium,1,2,Friendly,Colombes,France,FALSE
26/04/1908,45,Netherlands,28,Belgium,3,1,Friendly,Rotterdam,Netherlands,FALSE
03/05/1908,30,Austria,,Hungary,4,0,Friendly,Vienna,Austria,FALSE
10/05/1908,45,Netherlands,14,France,4,1,Friendly,Rotterdam,Netherlands,FALSE
06/06/1908,30,Austria,11,England,1,6,Friendly,Vienna,Austria,FALSE
07/06/1908,30,Austria,2,Germany,3,2,Friendly,Vienna,Austria,FALSE
08/06/1908,30,Austria,11,England,1,11,Friendly,Vienna,Austria,FALSE
10/06/1908,,Hungary,11,England,0,7,Friendly,Budapest,Hungary,FALSE
13/06/1908,,Czechoslovakia,11,England,0,4,Friendly,Prague,Bohemia,FALSE
12/07/1908,21,Sweden,46,Norway,11,3,Friendly,Gothenburg,Sweden,FALSE
15/08/1908,1,Uruguay,5,Argentina,2,2,Copa Lipton,Montevideo,Uruguay,FALSE
13/09/1908,5,Argentina,1,Uruguay,2,1,Copa Newton,Buenos Aires,Argentina,FALSE
04/10/1908,5,Argentina,1,Uruguay,0,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,FALSE
22/10/1908,14,France,,Denmark,1,17,Olympic Games,London,England,TRUE
23/10/1908,45,Netherlands,21,Sweden,2,0,Olympic Games,London,England,TRUE
25/10/1908,45,Netherlands,21,Sweden,5,3,Friendly,The Hague,Netherlands,FALSE
26/10/1908,28,Belgium,21,Sweden,2,1,Friendly,Brussels,Belgium,FALSE
01/11/1908,,Hungary,30,Austria,5,3,Friendly,Budapest,Hungary,FALSE
13/02/1909,11,England,,Northern Ireland,4,0,British Home Championship,Bradford,England,FALSE
01/03/1909,,Wales,47,Scotland,3,2,British Home Championship,Wrexham,Wales,FALSE
15/03/1909,11,England,,Wales,2,0,British Home Championship,Nottingham,England,FALSE
15/03/1909,47,Scotland,,Northern Ireland,5,0,British Home Championship,Glasgow,Scotland,FALSE
21/03/1909,28,Belgium,45,Netherlands,1,4,Friendly,Antwerp,Belgium,FALSE
03/04/1909,11,England,47,Scotland,2,0,British Home Championship,London,England,FALSE
04/04/1909,2,Germany,19,Switzerland,1,0,Friendly,Karlsruhe,Germany,FALSE
04/04/1909,,Hungary,2,Germany,3,3,Friendly,Budapest,Hungary,FALSE
25/04/1909,45,Netherlands,28,Belgium,4,1,Friendly,Rotterdam,Netherlands,FALSE
02/05/1909,30,Austria,,Hungary,3,4,Friendly,Vienna,Austria,FALSE
09/05/1909,28,Belgium,14,France,5,2,Friendly,Brussels,Belgium,FALSE
29/05/1909,,Hungary,11,England,2,4,Friendly,Budapest,Hungary,FALSE
30/05/1909,,Hungary,30,Austria,1,1,Friendly,Budapest,Hungary,FALSE
31/05/1909,,Hungary,11,England,2,8,Friendly,Budapest,Hungary,FALSE
01/06/1909,30,Austria,11,England,1,8,Friendly,Vienna,Austria,FALSE
15/08/1909,5,Argentina,1,Uruguay,2,1,Copa Lipton,Buenos Aires,Argentina,FALSE
19/09/1909,1,Uruguay,5,Argentina,2,2,Copa Newton,Montevideo,Uruguay,FALSE
10/10/1909,5,Argentina,1,Uruguay,3,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,FALSE
07/11/1909,,Hungary,30,Austria,2,2,Friendly,Budapest,Hungary,FALSE
12/02/1910,,Northern Ireland,11,England,1,1,British Home Championship,Belfast,Ireland,FALSE
05/03/1910,47,Scotland,,Wales,1,0,British Home Championship,Kilmarnock,Scotland,FALSE
13/03/1910,28,Belgium,45,Netherlands,3,2,Friendly,Antwerp,Belgium,FALSE
14/03/1910,,Wales,11,England,0,1,British Home Championship,Cardiff,Wales,FALSE
19/03/1910,,Northern Ireland,47,Scotland,1,0,British Home Championship,Belfast,Ireland,FALSE
02/04/1910,47,Scotland,11,England,2,0,British Home Championship,Glasgow,Scotland,FALSE
03/04/1910,14,France,28,Belgium,0,4,Friendly,Gentilly,France,FALSE
03/04/1910,19,Switzerland,2,Germany,2,3,Friendly,Basel,Switzerland,FALSE
10/04/1910,45,Netherlands,28,Belgium,7,0,Friendly,Haarlem,Netherlands,FALSE
24/04/1910,45,Netherlands,2,Germany,4,2,Friendly,Arnhem,Netherlands,FALSE
01/05/1910,30,Austria,,Hungary,2,1,Friendly,Vienna,Austria,FALSE
15/05/1910,,Italy,14,France,6,2,Friendly,Milan,Italy,FALSE
16/05/1910,2,Germany,28,Belgium,0,3,Friendly,Duisburg,Germany,FALSE
27/05/1910,5,Argentina,,Chile,3,1,Friendly,Buenos Aires,Argentina,FALSE
29/05/1910,,Chile,1,Uruguay,0,3,Friendly,Buenos Aires,Argentina,TRUE
05/06/1910,5,Argentina,,Chile,5,1,Friendly,Buenos Aires,Argentina,FALSE
12/06/1910,5,Argentina,1,Uruguay,4,1,Friendly,Buenos Aires,Argentina,FALSE
15/08/1910,1,Uruguay,5,Argentina,3,1,Copa Lipton,Montevideo,Uruguay,FALSE
11/09/1910,,Chile,5,Argentina,0,3,Friendly,ViÃ±a del Mar,Chile,FALSE
11/09/1910,46,Norway,21,Sweden,0,4,Friendly,Kristiania,Norway,FALSE
16/10/1910,2,Germany,45,Netherlands,1,2,Friendly,Kleve,Germany,FALSE
06/11/1910,,Hungary,30,Austria,3,0,Friendly,Budapest,Hungary,FALSE
13/11/1910,5,Argentina,1,Uruguay,1,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,FALSE
27/11/1910,5,Argentina,1,Uruguay,2,6,Copa Premio Honor Argentino,Buenos Aires,Argentina,FALSE
01/01/1911,14,France,,Hungary,0,3,Friendly,Maisons-Alfort,France,FALSE
08/01/1911,19,Switzerland,,Hungary,2,0,Friendly,ZÃ¼rich,Switzerland,FALSE
11/02/1911,11,England,,Northern Ireland,2,1,British Home Championship,Derby,England,FALSE
06/03/1911,,Wales,47,Scotland,2,2,British Home Championship,Cardiff,Wales,FALSE
13/03/1911,11,England,,Wales,3,0,British Home Championship,London,England,FALSE
18/03/1911,47,Scotland,,Northern Ireland,2,0,British Home Championship,Glasgow,Scotland,FALSE
19/03/1911,28,Belgium,45,Netherlands,1,5,Friendly,Antwerp,Belgium,FALSE
26/03/1911,2,Germany,19,Switzerland,6,2,Friendly,Stuttgart,Germany,FALSE
01/04/1911,11,England,47,Scotland,1,1,British Home Championship,Liverpool,England,FALSE
02/04/1911,45,Netherlands,28,Belgium,3,1,Friendly,Dordrecht,Netherlands,FALSE
09/04/1911,14,France,,Italy,2,2,Friendly,Saint-Ouen,France,FALSE
23/04/1911,28,Belgium,2,Germany,2,1,Friendly,LiÃ¨ge,Belgium,FALSE
23/04/1911,19,Switzerland,14,France,5,2,Friendly,Geneva,Switzerland,FALSE
30/04/1911,28,Belgium,14,France,7,1,Friendly,Uccle,Belgium,FALSE
07/05/1911,30,Austria,,Hungary,3,1,Friendly,Vienna,Austria,FALSE
07/05/1911,,Italy,19,Switzerland,2,2,Friendly,Milan,Italy,FALSE
21/05/1911,19,Switzerland,,Italy,3,0,Friendly,La Chaux-de-Fonds,Switzerland,FALSE
18/06/1911,21,Sweden,2,Germany,2,4,Friendly,Solna,Sweden,FALSE
15/08/1911,5,Argentina,1,Uruguay,0,2,Copa Lipton,Buenos Aires,Argentina,FALSE
17/09/1911,21,Sweden,46,Norway,4,1,Friendly,Solna,Sweden,FALSE
17/09/1911,1,Uruguay,5,Argentina,2,3,Copa Newton,Montevideo,Uruguay,FALSE
08/10/1911,1,Uruguay,5,Argentina,1,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,FALSE
09/10/1911,2,Germany,30,Austria,1,2,Friendly,Dresden,Germany,FALSE
22/10/1911,5,Argentina,1,Uruguay,2,0,Copa Premio Honor Argentino,Buenos Aires,Argentina,FALSE
22/10/1911,,Finland,21,Sweden,2,5,Friendly,Helsinki,Finland,FALSE
29/10/1911,2,Germany,21,Sweden,1,3,Friendly,Hamburg,Germany,FALSE
29/10/1911,,Hungary,19,Switzerland,9,0,Friendly,Budapest,Hungary,FALSE
29/10/1911,,Luxembourg,14,France,1,4,Friendly,Luxembourg,Luxembourg,FALSE
29/10/1911,1,Uruguay,5,Argentina,3,0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,FALSE
05/11/1911,,Hungary,30,Austria,2,0,Friendly,Budapest,Hungary,FALSE
17/12/1911,2,Germany,,Hungary,1,4,Friendly,Munich,Germany,FALSE
28/01/1912,14,France,28,Belgium,1,1,Friendly,Saint-Ouen,France,FALSE
10/02/1912,,Northern Ireland,11,England,1,6,British Home Championship,Dublin,Ireland,FALSE
10/02/1912,14,France,,Catalonia,7,0,Friendly,Paris,France,FALSE
18/02/1912,14,France,19,Switzerland,4,1,Friendly,Saint-Ouen,France,FALSE
20/02/1912,28,Belgium,19,Switzerland,9,2,Friendly,Antwerp,Belgium,FALSE
02/03/1912,47,Scotland,,Wales,1,0,British Home Championship,Edinburgh,Scotland,FALSE
10/03/1912,28,Belgium,45,Netherlands,1,2,Friendly,Antwerp,Belgium,FALSE
11/03/1912,,Wales,11,England,0,2,British Home Championship,Wrexham,Wales,FALSE
16/03/1912,,Northern Ireland,47,Scotland,1,4,British Home Championship,Belfast,Ireland,FALSE
17/03/1912,,Italy,14,France,3,4,Friendly,Turin,Italy,FALSE
23/03/1912,47,Scotland,11,England,1,1,British Home Championship,Glasgow,Scotland,FALSE
24/03/1912,45,Netherlands,2,Germany,5,5,Friendly,Zwolle,Netherlands,FALSE
14/04/1912,,Hungary,2,Germany,4,4,Friendly,Budapest,Hungary,FALSE
28/04/1912,45,Netherlands,28,Belgium,4,3,Friendly,Dordrecht,Netherlands,FALSE
05/05/1912,30,Austria,,Hungary,1,1,Friendly,Vienna,Austria,FALSE
05/05/1912,19,Switzerland,2,Germany,1,2,Friendly,St. Gallen,Switzerland,FALSE
16/06/1912,46,Norway,21,Sweden,1,2,Friendly,Kristiania,Norway,FALSE
20/06/1912,21,Sweden,,Hungary,2,2,Friendly,Gothenburg,Sweden,FALSE
23/06/1912,46,Norway,,Hungary,0,6,Friendly,Kristiania,Norway,FALSE
27/06/1912,21,Sweden,,Finland,7,1,Friendly,Solna,Sweden,FALSE
29/06/1912,30,Austria,2,Germany,5,1,Olympic Games,Stockholm,Sweden,TRUE
29/06/1912,21,Sweden,45,Netherlands,3,4,Olympic Games,Stockholm,Sweden,FALSE
30/06/1912,,Denmark,46,Norway,7,0,Olympic Games,Stockholm,Sweden,TRUE
30/06/1912,45,Netherlands,30,Austria,3,1,Olympic Games,Stockholm,Sweden,TRUE
01/07/1912,30,Austria,46,Norway,1,0,Olympic Games,Stockholm,Sweden,TRUE
01/07/1912,2,Germany,,Russia,16,0,Olympic Games,Stockholm,Sweden,TRUE
01/07/1912,21,Sweden,,Italy,0,1,Olympic Games,Stockholm,Sweden,FALSE
02/07/1912,,Denmark,45,Netherlands,4,1,Olympic Games,Stockholm,Sweden,TRUE
03/07/1912,,Hungary,2,Germany,3,1,Olympic Games,Stockholm,Sweden,TRUE
03/07/1912,30,Austria,,Italy,5,1,Olympic Games,Stockholm,Sweden,TRUE
03/07/1912,46,Norway,,Russia,2,1,Friendly,Stockholm,Sweden,TRUE
04/07/1912,45,Netherlands,,Finland,9,0,Olympic Games,Stockholm,Sweden,TRUE
05/07/1912,,Hungary,30,Austria,3,0,Olympic Games,Stockholm,Sweden,TRUE
15/08/1912,1,Uruguay,5,Argentina,2,0,Copa Lipton,Montevideo,Uruguay,FALSE
25/08/1912,1,Uruguay,5,Argentina,3,0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,FALSE
